# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 19:39:13 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204293125 LONDON BRIDGE CREEK AT RT 58 AT VIRGINIA BEACH, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204293125
#            TS   parameter     statistic     Description
#        145429       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145430       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#        145431       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145429_62620_00021	145429_62620_00021_cd	145430_62620_00024	145430_62620_00024_cd	145431_00045_00006	145431_00045_00006_cd
USGS	0204293125	2016-06-12	1.05	A	-1.11	A	0.10	A
USGS	0204293125	2016-06-13	1.58	A	-0.41	A	0.00	A
USGS	0204293125	2016-06-14						
USGS	0204293125	2016-06-15	1.35	A	-1.04	A	0.01	A
USGS	0204293125	2016-06-16	1.77	A	-0.77	A	0.02	A
USGS	0204293125	2016-06-17	2.46	A	-0.43	A	1.09	A
USGS	0204293125	2016-06-18	1.65	A	-0.55	A	0.00	A
USGS	0204293125	2016-06-19	1.34	A	-1.13	A	0.00	A
USGS	0204293125	2016-06-20	1.25	A	-1.41	A	0.00	A
USGS	0204293125	2016-06-21	1.15	A	-1.52	A	0.00	A
USGS	0204293125	2016-06-22	0.77	A	-1.47	A	0.00	A
USGS	0204293125	2016-06-23	1.32	A	-1.33	A	0.38	A
USGS	0204293125	2016-06-24	1.53	A	-1.15	A	0.00	A
USGS	0204293125	2016-06-25	1.66	A	-0.72	A	0.00	A
USGS	0204293125	2016-06-26	1.72	A	-0.85	A	0.00	A
USGS	0204293125	2016-06-27	1.37	A	-1.10	A	0.00	A
USGS	0204293125	2016-06-28	1.41	A	-1.28	A	0.37	A
USGS	0204293125	2016-06-29	1.62	A	-1.16	A	0.00	A
USGS	0204293125	2016-06-30	1.64	A	-1.26	A	0.19	A
USGS	0204293125	2016-07-01	1.53	A	-1.42	A	0.74	A
USGS	0204293125	2016-07-02	1.80	A	-1.35	A	0.02	A
USGS	0204293125	2016-07-03	1.79	A	-1.29	A	0.47	A
USGS	0204293125	2016-07-04	1.43	A	-1.54	A	0.11	A
USGS	0204293125	2016-07-05	1.60	A	-1.55	A	0.00	A
USGS	0204293125	2016-07-06	1.17	A	-1.31	A	0.24	A
USGS	0204293125	2016-07-07	1.48	A	-1.21	A	0.00	A
USGS	0204293125	2016-07-08	1.64	A	-0.98	A	0.02	A
USGS	0204293125	2016-07-09	1.78	A	-0.76	A	0.01	A
USGS	0204293125	2016-07-10	1.73	A	-0.45	A	0.00	A
USGS	0204293125	2016-07-11	1.42	A	-0.71	A	0.00	A
USGS	0204293125	2016-07-12	1.22	A	-0.82	A	0.00	A
USGS	0204293125	2016-07-13	1.23	A	-0.93	A	0.00	A
USGS	0204293125	2016-07-14	1.19	A	-0.96	A	0.00	A
USGS	0204293125	2016-07-15	1.69	A	-1.15	A	2.03	A
USGS	0204293125	2016-07-16	0.93	A	-1.36	A	0.03	A
USGS	0204293125	2016-07-17	1.15	A	-1.34	A	0.11	A
USGS	0204293125	2016-07-18	1.06	A	-1.50	A	0.00	A
USGS	0204293125	2016-07-19	1.15	A	-1.49	A	0.40	A
USGS	0204293125	2016-07-20	1.40	A	-1.40	A	0.00	A
USGS	0204293125	2016-07-21	1.34	A	-1.33	A	0.00	A
USGS	0204293125	2016-07-22	0.87	A	-1.57	A	0.00	A
USGS	0204293125	2016-07-23	1.02	A	-1.65	A	0.00	A
USGS	0204293125	2016-07-24	1.26	A	-1.50	A	0.00	A
USGS	0204293125	2016-07-25						
USGS	0204293125	2016-07-26						
USGS	0204293125	2016-07-27	1.58	A	-1.11	A	0.00	A
USGS	0204293125	2016-07-28						
USGS	0204293125	2016-07-29						
USGS	0204293125	2016-07-30						
USGS	0204293125	2016-07-31						
USGS	0204293125	2016-08-01	1.84	A	-1.29	A	0.00	A
USGS	0204293125	2016-08-02						
USGS	0204293125	2016-08-03						
USGS	0204293125	2016-08-04	1.93	A	-0.71	A	0.05	A
USGS	0204293125	2016-08-05						
USGS	0204293125	2016-08-06						
USGS	0204293125	2016-08-07						
USGS	0204293125	2016-08-08	1.24	A	-1.03	A	0.00	A
USGS	0204293125	2016-08-09						
USGS	0204293125	2016-08-10						
USGS	0204293125	2016-08-11	0.48	A	-1.34	A	0.00	A
USGS	0204293125	2016-08-12	0.48	A	-1.58	A	0.00	A
USGS	0204293125	2016-08-13	0.51	A	-1.64	A	0.00	A
USGS	0204293125	2016-08-14	0.96	A	-1.51	A	0.00	A
USGS	0204293125	2016-08-15	1.13	A	-1.35	A	0.08	A
USGS	0204293125	2016-08-16	1.14	A	-1.46	A	0.00	A
USGS	0204293125	2016-08-17	1.10	A	-1.63	A	0.01	A
USGS	0204293125	2016-08-18	1.39	A	-1.50	A	0.00	A
USGS	0204293125	2016-08-19	1.69	A	-1.30	A	2.78	A
USGS	0204293125	2016-08-20	1.76	A	-1.09	A	0.00	A
USGS	0204293125	2016-08-21	1.83	A	-1.05	A	0.29	A
USGS	0204293125	2016-08-22	2.05	A	-0.98	A	0.01	A
USGS	0204293125	2016-08-23	1.69	A	-1.11	A	0.00	A
USGS	0204293125	2016-08-24	1.42	A	-1.21	A	0.00	A
USGS	0204293125	2016-08-25	1.19	A	-1.41	A	0.00	A
USGS	0204293125	2016-08-26	1.10	A	-1.50	A	0.00	A
USGS	0204293125	2016-08-27	1.57	A	-1.35	A	0.00	A
USGS	0204293125	2016-08-28	1.85	A	-0.90	A	0.00	A
USGS	0204293125	2016-08-29	1.78	A	-0.87	A	0.00	A
USGS	0204293125	2016-08-30	1.68	A	-1.18	A	0.00	A
USGS	0204293125	2016-08-31	1.63	A	-1.06	A	0.00	A
USGS	0204293125	2016-09-01	1.78	A	-1.03	A	0.26	A
USGS	0204293125	2016-09-02	2.31	A	-0.68	A	0.21	A
USGS	0204293125	2016-09-03	4.53	A	1.03	A	4.10	A
USGS	0204293125	2016-09-04	3.15	A	0.56	A	0.00	A
USGS	0204293125	2016-09-05	2.86	A	0.35	A	0.00	A
USGS	0204293125	2016-09-06	2.65	A	-0.02	A	0.00	A
USGS	0204293125	2016-09-07	2.24	A	-0.14	A	0.00	A
USGS	0204293125	2016-09-08	1.51	A	-0.51	A	0.19	A
USGS	0204293125	2016-09-09	1.12	A	-0.86	A	0.00	A
USGS	0204293125	2016-09-10	1.02	A	-1.05	A	0.00	A
USGS	0204293125	2016-09-11	1.34	A	-1.09	A	0.00	A
USGS	0204293125	2016-09-12	1.54	A	-0.71	A	0.00	A
USGS	0204293125	2016-09-13	1.47	A	-0.84	A	0.00	A
USGS	0204293125	2016-09-14	1.42	A	-1.19	A	0.00	A
USGS	0204293125	2016-09-15	2.50	A	-1.21	A	0.00	A
USGS	0204293125	2016-09-16	2.39	A	-0.53	A	0.00	A
USGS	0204293125	2016-09-17	2.18	A	-0.92	A	0.00	A
USGS	0204293125	2016-09-18	2.03	A	-1.16	A	0.00	A
USGS	0204293125	2016-09-19	1.89	A	-1.28	A	1.44	A
USGS	0204293125	2016-09-20	2.53	A	-0.58	A	3.75	A
USGS	0204293125	2016-09-21	2.61	A	0.05	A	4.83	A
USGS	0204293125	2016-09-22	2.32	A	-0.16	A	0.27	A
USGS	0204293125	2016-09-23	2.09	A	-0.54	A	0.00	A
USGS	0204293125	2016-09-24	2.14	A	-0.79	A	0.00	A
USGS	0204293125	2016-09-25	1.90	A	-0.44	A	0.00	A
USGS	0204293125	2016-09-26	1.60	A	-0.91	A	0.00	A
USGS	0204293125	2016-09-27	1.68	A	-0.85	A	0.39	A
USGS	0204293125	2016-09-28	1.91	A	-0.76	A	0.00	A
USGS	0204293125	2016-09-29	3.15	A	-0.18	A	0.03	A
USGS	0204293125	2016-09-30	3.10	A	0.32	A	0.00	A
USGS	0204293125	2016-10-01	2.95	A	0.09	A	0.25	A
USGS	0204293125	2016-10-02	2.37	A	-0.26	A	0.02	A
USGS	0204293125	2016-10-03	2.17	A	-0.35	A	0.00	A
USGS	0204293125	2016-10-04	2.30	A	-0.30	A	0.00	A
USGS	0204293125	2016-10-05	3.09	A	0.70	A	0.00	A
USGS	0204293125	2016-10-06	2.74	A	0.59	A	0.09	A
USGS	0204293125	2016-10-07	1.96	A	-0.03	A	0.00	A
USGS	0204293125	2016-10-08	1.52	A	-0.15	A	9.30	A
USGS	0204293125	2016-10-09	5.27	A	1.93	A	3.84	A
USGS	0204293125	2016-10-10	2.69	A	1.14	A	0.00	A
USGS	0204293125	2016-10-11	2.01	A	-0.19	A	0.00	A
USGS	0204293125	2016-10-12	1.97	A	-0.58	A	0.00	A
USGS	0204293125	2016-10-13	1.89	A	-0.75	A	0.00	A
USGS	0204293125	2016-10-14	2.39	A	-0.54	A	0.00	A
USGS	0204293125	2016-10-15	2.10	A	-0.93	A	0.00	A
USGS	0204293125	2016-10-16	2.26	A	-0.98	A	0.00	A
USGS	0204293125	2016-10-17	2.13	A	-1.18	A	0.00	A
USGS	0204293125	2016-10-18	1.98	A	-1.32	A	0.00	A
USGS	0204293125	2016-10-19	1.94	A	-1.33	A	0.00	A
USGS	0204293125	2016-10-20	1.92	A	-1.05	A	0.00	A
USGS	0204293125	2016-10-21	2.31	A	-0.64	A	0.16	A
USGS	0204293125	2016-10-22	2.27	A	-0.32	A	0.01	A
USGS	0204293125	2016-10-23	1.03	A	-1.46	A	0.00	A
USGS	0204293125	2016-10-24	0.51	A	-2.05	A	0.00	A
USGS	0204293125	2016-10-25	1.31	A	-1.18	A	0.00	A
USGS	0204293125	2016-10-26	1.09	A	-1.07	A	0.00	A
USGS	0204293125	2016-10-27	1.17	A	-1.22	A	0.00	A
USGS	0204293125	2016-10-28	1.50	A	-1.46	A	0.04	A
USGS	0204293125	2016-10-29	1.40	A	-1.26	A	0.00	A
USGS	0204293125	2016-10-30	1.22	A	-1.44	A	0.00	A
USGS	0204293125	2016-10-31	2.38	A	-1.00	A	0.00	A
USGS	0204293125	2016-11-01	1.73	A	-0.69	A	0.00	A
USGS	0204293125	2016-11-02	1.53	A	-0.85	A	0.00	A
USGS	0204293125	2016-11-03	1.38	A	-1.02	A	0.00	A
USGS	0204293125	2016-11-04	2.35	A	-0.20	A	0.73	A
USGS	0204293125	2016-11-05	1.80	A	-0.61	A	0.00	A
USGS	0204293125	2016-11-06	1.33	A	-0.82	A	0.00	A
USGS	0204293125	2016-11-07	1.82	A	-0.34	A	0.00	A
USGS	0204293125	2016-11-08	1.88	A	-0.41	A	0.00	A
USGS	0204293125	2016-11-09	1.77	A	-0.46	A	0.41	A
USGS	0204293125	2016-11-10	2.42	A	0.07	A	0.00	A
USGS	0204293125	2016-11-11	1.49	A	-0.97	A	0.00	A
USGS	0204293125	2016-11-12	2.06	A	-1.00	A	0.00	A
USGS	0204293125	2016-11-13	1.52	A	-1.57	A	0.00	A
USGS	0204293125	2016-11-14	1.45	A	-1.88	A	0.05	A
USGS	0204293125	2016-11-15	2.12	A	-1.36	A	0.00	A
USGS	0204293125	2016-11-16	2.20	A	-1.28	A	0.00	A
USGS	0204293125	2016-11-17	1.85	A	-1.40	A	0.00	A
USGS	0204293125	2016-11-18	1.81	A	-1.26	A	0.00	A
USGS	0204293125	2016-11-19	1.96	A	-0.95	A	0.00	A
USGS	0204293125	2016-11-20	1.78	A	-1.39	A	0.00	A
USGS	0204293125	2016-11-21	-0.01	A	-2.17	A	0.00	A
USGS	0204293125	2016-11-22	-0.16	A	-2.09	A	0.00	A
USGS	0204293125	2016-11-23	0.31	A	-1.61	A	0.00	A
USGS	0204293125	2016-11-24	0.58	A	-1.42	A	0.10	A
USGS	0204293125	2016-11-25	1.07	A	-1.32	A	0.00	A
USGS	0204293125	2016-11-26	1.97	A	-0.91	A	0.14	A
USGS	0204293125	2016-11-27	1.52	A	-0.92	A	0.00	A
USGS	0204293125	2016-11-28	1.27	A	-1.21	A	0.00	A
USGS	0204293125	2016-11-29	1.06	A	-1.71	A	0.02	A
USGS	0204293125	2016-11-30	1.05	A	-1.59	A	0.00	A
USGS	0204293125	2016-12-01	1.39	A	-1.43	A	0.00	A
USGS	0204293125	2016-12-02	1.38	A	-1.31	A	0.00	A
USGS	0204293125	2016-12-03	0.77	A	-1.55	A	0.00	A
USGS	0204293125	2016-12-04	1.10	A	-1.30	A	0.02	A
USGS	0204293125	2016-12-05	1.76	A	-0.67	A	0.60	A
USGS	0204293125	2016-12-06	2.11	A	-0.35	A	0.77	A
USGS	0204293125	2016-12-07	2.18	A	-0.34	A	0.00	A
USGS	0204293125	2016-12-08	1.67	A	-0.81	A	0.00	A
USGS	0204293125	2016-12-09	1.77	A	-0.71	A	0.00	A
USGS	0204293125	2016-12-10	0.93	A	-1.52	A	0.00	A
USGS	0204293125	2016-12-11	1.11	A	-1.73	A	0.00	A
USGS	0204293125	2016-12-12	1.37	A	-1.78	A	0.12	A
USGS	0204293125	2016-12-13	1.80	A	-1.66	A	0.05	A
USGS	0204293125	2016-12-14	2.14	A	-1.33	A	0.01	A
USGS	0204293125	2016-12-15	2.15	A	-1.54	A	0.00	A
USGS	0204293125	2016-12-16	1.09	A	-1.92	A	0.00	A
USGS	0204293125	2016-12-17	0.53	A	-2.19	A	0.10	A
USGS	0204293125	2016-12-18	0.24	A	-2.07	A	0.11	A
USGS	0204293125	2016-12-19	1.28	A	-1.21	A	0.05	A
USGS	0204293125	2016-12-20	0.96	A	-1.07	A	0.00	A
USGS	0204293125	2016-12-21	0.93	A	-1.24	A	0.00	A
USGS	0204293125	2016-12-22	0.64	A	-1.42	A	0.00	A
USGS	0204293125	2016-12-23	0.98	A	-1.02	A	0.00	A
USGS	0204293125	2016-12-24	0.63	A	-1.67	A	0.16	A
USGS	0204293125	2016-12-25	0.63	A	-1.39	A	0.01	A
USGS	0204293125	2016-12-26	0.82	A	-1.47	A	0.00	A
USGS	0204293125	2016-12-27	0.81	A	-1.68	A	0.00	A
USGS	0204293125	2016-12-28	0.98	A	-1.70	A	0.00	A
USGS	0204293125	2016-12-29	1.40	A	-1.50	A	0.27	A
USGS	0204293125	2016-12-30	1.19	A	-1.37	A	0.00	A
USGS	0204293125	2016-12-31	0.51	A	-2.20	A	0.00	A
USGS	0204293125	2017-01-01	0.34	A	-2.23	A	0.01	A
USGS	0204293125	2017-01-02	1.40	A	-1.43	A	1.57	A
USGS	0204293125	2017-01-03	2.01	A	-0.57	A	0.24	A
USGS	0204293125	2017-01-04	1.84	A	-0.75	A	0.00	A
USGS	0204293125	2017-01-05	1.34	A	-1.65	A	0.00	A
USGS	0204293125	2017-01-06	1.09	A	-1.15	A	0.06	A
USGS	0204293125	2017-01-07	2.52	A	0.53	A	0.01	A
USGS	0204293125	2017-01-08	2.09	A	-0.58	A	0.00	A
USGS	0204293125	2017-01-09	1.46	A	-1.51	A	0.00	A
USGS	0204293125	2017-01-10	0.86	A	-2.01	A	0.44	A
USGS	0204293125	2017-01-11	0.97	A	-1.92	A	0.06	A
USGS	0204293125	2017-01-12	0.84	A	-2.07	A	0.00	A
USGS	0204293125	2017-01-13	0.95	A	-2.21	A	0.00	A
USGS	0204293125	2017-01-14	1.36	A	-1.72	A	0.00	A
USGS	0204293125	2017-01-15	1.49	A	-1.47	A	0.00	A
USGS	0204293125	2017-01-16	0.89	A	-1.55	A	0.02	A
USGS	0204293125	2017-01-17	0.68	A	-1.66	A	0.01	A
USGS	0204293125	2017-01-18	0.83	A	-1.43	A	0.06	A
USGS	0204293125	2017-01-19	1.26	A	-0.67	A	0.00	A
USGS	0204293125	2017-01-20	1.29	A	-0.81	A	0.25	A
USGS	0204293125	2017-01-21	1.10	A	-0.78	A	0.28	A
USGS	0204293125	2017-01-22	1.62	A	-0.41	A	0.03	A
USGS	0204293125	2017-01-23	2.80	A	0.88	A	0.30	A
USGS	0204293125	2017-01-24	3.50	A	0.94	A	0.03	A
USGS	0204293125	2017-01-25	2.07	A	-0.50	A	0.00	A
USGS	0204293125	2017-01-26	1.37	A	-1.12	A	0.00	A
USGS	0204293125	2017-01-27	1.19	A	-1.48	A	0.00	A
USGS	0204293125	2017-01-28	0.34	A	-2.14	A	0.00	A
USGS	0204293125	2017-01-29	0.60	A	-2.23	A	0.00	A
USGS	0204293125	2017-01-30	1.18	A	-1.61	A	0.00	A
USGS	0204293125	2017-01-31	0.74	A	-1.67	A	0.00	A
USGS	0204293125	2017-02-01	1.17	A	-1.40	A	0.00	A
USGS	0204293125	2017-02-02	1.06	A	-1.48	A	0.00	A
USGS	0204293125	2017-02-03	1.22	A	-1.43	A	0.00	A
USGS	0204293125	2017-02-04	1.40	A	-1.87	A	0.00	A
USGS	0204293125	2017-02-05	0.37	A	-1.78	A	0.00	A
USGS	0204293125	2017-02-06	0.69	A	-1.66	A	0.00	A
USGS	0204293125	2017-02-07	0.43	A	-2.00	A	0.00	A
USGS	0204293125	2017-02-08	0.98	A	-1.91	A	0.01	A
USGS	0204293125	2017-02-09	2.38	A	-1.35	A	0.17	A
USGS	0204293125	2017-02-10	1.39	A	-1.68	A	0.00	A
USGS	0204293125	2017-02-11	0.57	A	-2.34	A	0.00	A
USGS	0204293125	2017-02-12	1.62	A	-1.77	A	0.25	A
USGS	0204293125	2017-02-13	1.92	A	-1.10	A	0.00	A
USGS	0204293125	2017-02-14	0.80	A	-1.49	A	0.00	A
USGS	0204293125	2017-02-15	1.96	A	-0.56	A	0.34	A
USGS	0204293125	2017-02-16	1.96	A	-0.87	A	0.00	A
USGS	0204293125	2017-02-17	1.03	A	-1.20	A	0.00	A
USGS	0204293125	2017-02-18	0.58	A	-1.45	A	0.00	A
USGS	0204293125	2017-02-19	0.49	A	-1.10	A	0.00	A
USGS	0204293125	2017-02-20	0.77	A	-1.06	A	0.00	A
USGS	0204293125	2017-02-21	0.98	A	-0.84	A	0.00	A
USGS	0204293125	2017-02-22	1.19	A	-0.95	A	0.00	A
USGS	0204293125	2017-02-23	1.23	A	-1.10	A	0.02	A
USGS	0204293125	2017-02-24	1.31	A	-1.23	A	0.00	A
USGS	0204293125	2017-02-25	1.47	A	-1.22	A	0.00	A
USGS	0204293125	2017-02-26	1.94	A	-1.11	A	0.00	A
USGS	0204293125	2017-02-27	0.82	A	-1.87	A	0.00	A
USGS	0204293125	2017-02-28	0.86	A	-1.88	A	0.00	A
USGS	0204293125	2017-03-01	0.60	A	-1.90	A	0.19	A
USGS	0204293125	2017-03-02	0.52	A	-1.85	A	0.04	A
USGS	0204293125	2017-03-03	0.55	A	-2.14	A	0.01	A
USGS	0204293125	2017-03-04	0.40	A	-2.06	A	0.00	A
USGS	0204293125	2017-03-05	0.54	A	-1.95	A	0.00	A
USGS	0204293125	2017-03-06	0.44	A	-1.75	A	0.00	A
USGS	0204293125	2017-03-07	0.81	A	-1.45	A	0.00	A
USGS	0204293125	2017-03-08	0.63	A	-1.86	A	0.02	A
USGS	0204293125	2017-03-09	0.51	A	-1.92	A	0.00	A
USGS	0204293125	2017-03-10	1.72	A	-2.18	A	0.01	A
USGS	0204293125	2017-03-11	1.51	A	-1.53	A	0.00	A
USGS	0204293125	2017-03-12	0.71	A	-1.91	A	0.00	A
USGS	0204293125	2017-03-13	1.14	A	-1.98	A	0.68	A
USGS	0204293125	2017-03-14	1.79	A	-1.08	A	1.27	A
USGS	0204293125	2017-03-15	0.77	A	-1.80	A	0.02	A
USGS	0204293125	2017-03-16	-0.07	A	-2.46	A	0.00	A
USGS	0204293125	2017-03-17	-0.16	A	-2.31	A	0.00	A
USGS	0204293125	2017-03-18	-0.09	A	-2.00	A	0.09	A
USGS	0204293125	2017-03-19	1.97	A	-0.19	A		
USGS	0204293125	2017-03-20	1.47	A	-0.65	A		
USGS	0204293125	2017-03-21	1.16	A	-0.58	A		
USGS	0204293125	2017-03-22	1.25	A	-0.66	A		
USGS	0204293125	2017-03-23	1.11	A	-1.13	A		
USGS	0204293125	2017-03-24	0.21	A	-1.88	A		
USGS	0204293125	2017-03-25	0.16	A	-2.14	A		
USGS	0204293125	2017-03-26	1.24	A	-1.98	A		
USGS	0204293125	2017-03-27	1.38	A	-1.44	A		
USGS	0204293125	2017-03-28	1.62	A	-1.50	A		
USGS	0204293125	2017-03-29	1.80	A	-1.23	A		
USGS	0204293125	2017-03-30	1.83	A	-1.33	A		
USGS	0204293125	2017-03-31	1.56	A	-1.26	A		
USGS	0204293125	2017-04-01	2.43	A	-0.61	A		
USGS	0204293125	2017-04-02	2.52	A	-0.99	A		
USGS	0204293125	2017-04-03	1.62	A	-1.06	A		
USGS	0204293125	2017-04-04	1.42	A	-0.73	A		
USGS	0204293125	2017-04-05	1.94	A	-0.62	A		
USGS	0204293125	2017-04-06	1.91	A	-0.76	A		
USGS	0204293125	2017-04-07	1.80	A	-0.64	A		
USGS	0204293125	2017-04-08	1.32	A	-1.20	A		
USGS	0204293125	2017-04-09	1.28	A	-1.48	A		
USGS	0204293125	2017-04-10	0.84	A	-1.68	A		
USGS	0204293125	2017-04-11	0.76	A	-1.74	A		
USGS	0204293125	2017-04-12	1.00	A	-1.83	A	0.00	A
USGS	0204293125	2017-04-13	1.19	A	-1.36	A	0.00	A
USGS	0204293125	2017-04-14	1.13	A	-1.28	A	0.00	A
USGS	0204293125	2017-04-15	0.57	A	-1.31	A	0.00	A
USGS	0204293125	2017-04-16	0.71	A	-1.53	A	0.00	A
USGS	0204293125	2017-04-17	0.40	A	-1.63	A	0.33	A
USGS	0204293125	2017-04-18	0.85	A	-0.94	A	0.00	A
USGS	0204293125	2017-04-19	1.18	A	-0.68	A	0.01	A
USGS	0204293125	2017-04-20	1.23	A	-0.81	A	0.00	A
USGS	0204293125	2017-04-21	1.22	A	-0.90	A	0.00	A
USGS	0204293125	2017-04-22	2.35	A	-0.52	A	0.92	A
USGS	0204293125	2017-04-23	2.05	A	-0.41	A	0.34	A
USGS	0204293125	2017-04-24	2.53	A	-0.43	A	0.09	A
